1,72
2,63
3,56
4,40
5,48
6,146
7,156
8,115
9,98
10,108
11,45
12,54
13,79
14,40
15,88
16,1
17,45
18,72
19,1
20,34
21,62
22,35
23,46
24,87
25,105
26,43
27,93
28,100
29,50
30,29
31,91
32,106
33,32
34,123
35,51
36,54
37,38
38,69
39,134
40,65
41,41
42,22
43,161
44,52
45,602062
